Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Category,Latitude,Longitude,Wikipedia_URL,Wikipedia_Image
Northern,Rajasthan,Udaipur,City Palace,Palace,1559,2.0,4.4,300,Yes,,Historical,Yes,0.51,All,Heritage,24.5760597,73.6835668,"https://en.wikipedia.org/wiki/City_Palace,_Udaipur",https://upload.wikimedia.org/wikipedia/commons/7/7e/City_Palace_Aerial_View_by_Pranshu_Dubey.jpg
Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,2.5,4.4,50,No,,Historical,Yes,0.56,All,Heritage,26.9127655,70.9124933,https://en.wikipedia.org/wiki/Jaisalmer_Fort,https://upload.wikimedia.org/wikipedia/commons/a/ae/20170309_094915_Jaisalmer_fort_anagoria.jpg
Northern,Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,1980,3.0,4.6,500,No,,Wildlife,Yes,0.09,All,Nature,26.1137182,76.4240637,https://en.wikipedia.org/wiki/Sawai_Madhopur_district,https://upload.wikimedia.org/wikipedia/commons/d/d1/36_Pillars_Chhatri_-_Ranthambore_Fort%2C_Sawai_Madhopur.jpg
Northern,Rajasthan,Pushkar,Pushkar Lake,Temple,1400,1.5,4.4,0,No,,Religious,Yes,1.6,All,Temple,26.4875533,74.5540466,https://en.wikipedia.org/wiki/Pushkar_Fair,https://upload.wikimedia.org/wikipedia/commons/2/29/%281%29_Pushkar_Fair%2C_Camel_Festival%2C_I_love_my_camel.jpg
Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,1.0,4.6,0,Yes,,Religious,No,0.35,All,Temple,26.4563076,74.6279567,https://en.wikipedia.org/wiki/Ajmer_Dargah_bombing,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg
Northern,Rajasthan,Jodhpur,Mehrangarh Fort,Fort,1459,2.0,4.6,100,Yes,,Historical,Yes,0.64,All,Heritage,26.2995407,73.0195132,https://en.wikipedia.org/wiki/Mehrangarh,https://upload.wikimedia.org/wikipedia/commons/8/84/Chamunda_Devi_Temple_Jodhpur.jpg
Northern,Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,700,2.0,4.6,40,No,,Historical,Yes,1.9,All,Heritage,24.8817143,74.6466948,https://en.wikipedia.org/wiki/Chittor_Fort,https://upload.wikimedia.org/wikipedia/commons/f/fe/A_Painting_of_the_Fort_1857.jpg
Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,1.0,4.6,0,No,,Religious,No,0.05,All,Temple,24.592433,72.7081876,https://en.wikipedia.org/wiki/Dilwara_Temples,https://upload.wikimedia.org/wikipedia/commons/9/9a/Ceiling_of_Dilwara_Jain_Temple_Abu_Rajasthan_India.jpg
Northern,Rajasthan,Bikaner,Junagarh Fort,Fort,1589,2.0,4.5,50,Yes,,Historical,Yes,0.32,All,Heritage,28.0223479,73.318133,https://en.wikipedia.org/wiki/Junagarh_Fort,https://upload.wikimedia.org/wikipedia/commons/f/f0/Bikaner_fort_view_08.jpg
Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,2.0,4.6,100,Yes,,Historical,Yes,1.5,All,Heritage,26.9863104,75.8506607,"https://en.wikipedia.org/wiki/Amber,_India",https://upload.wikimedia.org/wikipedia/commons/e/e5/1985.04.15_31_Fort_Amber_India.jpg
Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,1.5,4.5,35,Yes,,Historical,Yes,0.3,All,Heritage,26.9830235,75.8471945,https://en.wikipedia.org/wiki/Jaigarh_Fort,https://upload.wikimedia.org/wikipedia/commons/2/22/Aravalli_Hills.jpg
Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1362,1.0,4.6,0,Yes,,Nature,Yes,0.5,All,Nature,24.5696217,73.6721833,https://en.wikipedia.org/wiki/Lake_Pichola,https://upload.wikimedia.org/wikipedia/commons/7/7e/City_Palace_of_Udaipur.jpg
Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.5,4.9,0,Yes,,Spiritual,Yes,1.9,All,Temple,31.6199787,74.8765281,https://en.wikipedia.org/wiki/Golden_Temple,https://upload.wikimedia.org/wikipedia/commons/b/bc/1860s_photo_of_the_Amritsar_Golden_Temple_with_the_British_style_Gothic_Clock_Tower.jpg
Northern,Punjab,Amritsar,Jallianwala Bagh,Memorial,1951,1.0,4.8,0,Yes,,Historical,Yes,0.3,Afternoon,Heritage,31.6208537,74.8801304,https://en.wikipedia.org/wiki/Jallianwala_Bagh,https://upload.wikimedia.org/wikipedia/commons/f/fd/Amritsar_20180906_115355.jpg
Northern,Punjab,Amritsar,Wagah Border,Border Crossing,1950,2.0,4.8,0,Yes,,Cultural,Yes,0.17,Evening,Hidden Gem,31.6236655,74.8793363,https://en.wikipedia.org/wiki/Wagah,https://upload.wikimedia.org/wikipedia/commons/6/66/Bab_e_Azadi_Wahga_Border.jpg
Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,2.0,4.5,30,Yes,,Artistic,Yes,0.5,All,Hidden Gem,30.6741922,76.7909851,https://en.wikipedia.org/wiki/Rock_Garden_of_Chandigarh,https://upload.wikimedia.org/wikipedia/commons/e/e3/Chand2.jpg
Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.11,All,Nature,9.4824643,76.3199375,https://en.wikipedia.org/wiki/Alappuzha_district,https://upload.wikimedia.org/wikipedia/commons/b/b9/AC_Road_SH-11.JPG
Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,2.0,4.3,0,No,,Nature,Yes,0.3,All,Hidden Gem,10.0869959,77.0600915,https://en.wikipedia.org/wiki/Idukki_district,https://upload.wikimedia.org/wikipedia/commons/c/c1/AnaimudiPeak_DSC_4834.jpg
Southern,Kerala,Kochi,Fort Kochi,Site,1503,1.0,4.4,0,Yes,,Historical,Yes,0.1,All,Other,9.967569,76.2421901,https://en.wikipedia.org/wiki/Kochi,https://upload.wikimedia.org/wikipedia/commons/5/5f/07.10.2007_Sunset_at_Kochi-Fishernets.jpg
Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.46,All,Temple,8.4827027,76.9438872,https://en.wikipedia.org/wiki/Padmanabhaswamy_Temple,https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg
Southern,Kerala,Kozhikode,Kozhikode Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.059,All,Nature,11.255511,75.7697038,https://en.wikipedia.org/wiki/Kozhikode_Beach,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kannam_Parambu_Masjidh%2C_Kozhikode.jpg
Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3.0,4.5,300,No,,Wildlife,Yes,2.2,All,Nature,11.7645326,76.2436909,https://en.wikipedia.org/wiki/Wayanad_Wildlife_Sanctuary,https://upload.wikimedia.org/wikipedia/commons/9/9f/Indian_Peacock_in_Tholpetty_Wildlife_Sanctuary_02.JPG
Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,3.0,4.3,50,No,,Wildlife,Yes,0.14,All,Nature,9.5804995,77.181142,https://en.wikipedia.org/wiki/Thekkady,https://upload.wikimedia.org/wikipedia/commons/1/12/Bamboo_Rafting_during_guided_tour_through_Periyar_Wild_Life_Sanctury.JPG
Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,2.0,3.8,50,Yes,,Wildlife,Yes,0.1,All,Nature,9.5949953,76.4302599,https://en.wikipedia.org/wiki/Kumarakom_Bird_Sanctuary,https://upload.wikimedia.org/wikipedia/commons/4/4d/Kerala_Kumarakom_Bird_Sanctuary.jpg
Southern,Kerala,Varkala,Varkala Beach,Beach,Unknown,2.0,4.6,0,Yes,,Recreational,Yes,0.1,All,Nature,8.7332285,76.7054245,https://en.wikipedia.org/wiki/Varkala_Beach,https://upload.wikimedia.org/wikipedia/commons/a/aa/Karkkidaka_vavu_bali_at_varkkala.jpg
Southern,Kerala,Bekal,Bekal Fort,Fort,1650,1.5,4.5,20,No,,Historical,Yes,0.22,All,Heritage,12.3922237,75.0327651,https://en.wikipedia.org/wiki/Bekal_Fort,https://upload.wikimedia.org/wikipedia/commons/5/5e/Bakel_Fort_Beach_Kasaragod4.jpg
Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2.0,4.4,0,Yes,,Recreational,Yes,0.68,All,Nature,8.3950997,76.9729934,https://en.wikipedia.org/wiki/Kovalam,https://upload.wikimedia.org/wikipedia/commons/0/0e/01KovalamBeach%26Kerala.jpg
Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,1.0,4.4,20,Yes,,Historical,Yes,0.11,All,Heritage,11.8541212,75.3719755,https://en.wikipedia.org/wiki/St._Angelo_Fort,https://upload.wikimedia.org/wikipedia/commons/4/4f/Cannonore_fort_%26_Bay%27%3B_a_watercolor_by_John_Johnston%2C_c.1795-1801.jpg
Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,1.0,4.5,0,No,,Nature,Yes,0.03,Morning,Nature,10.5349244,76.6932494,,images.jpg
Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,1.5,4.4,100,Yes,Monday,Cultural,Yes,0.1,All,Heritage,9.9679032,76.2444378,https://en.wikipedia.org/wiki/List_of_museums_in_Kerala,https://upload.wikimedia.org/wikipedia/commons/5/5a/Napier_Museum_in_Trivandrum.JPG
Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,2016,5.5,4.6,750,Yes,,Entertainment,Yes,0.41,All,Modern,9.9679032,76.2444378,https://en.wikipedia.org/wiki/Wonderla,https://upload.wikimedia.org/wikipedia/commons/3/33/Kochouseph_Chittilappilly_DS.jpg
Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2.0,4.6,50,Yes,,Historical,Yes,2.5,All,Heritage,12.3052196,76.6553846,https://en.wikipedia.org/wiki/Mysore_Palace,https://upload.wikimedia.org/wikipedia/commons/7/70/A_Courtyard_of_Amba_Vilas_Palace_%28Mysuru_Palace%29%2C_during_day.jpg
Southern,Karnataka,Hampi,Hampi Archaeological Ruins,Site,Unknown,3.0,4.7,0,No,,Historical,Yes,0.05,All,Other,15.3358,76.4610201,https://en.wikipedia.org/wiki/Hampi_(town),https://upload.wikimedia.org/wikipedia/commons/4/49/Hampi%2C_India%2C_View_of_Hampi_Bazaar_from_Matanga_Hill.jpg
Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,1.0,4.1,0,No,,Nature,Yes,0.03,Morning,Nature,12.9363343,77.6151183,https://en.wikipedia.org/wiki/Abbey_Falls,https://upload.wikimedia.org/wikipedia/commons/b/b0/A_hanging_bridge_constructed_to_enjoy_the_view_of_Abbey_Falls%2C_Madikeri_%28Panorama%29.jpg
Southern,Karnataka,Gokarna,Om Beach,Beach,Unknown,2.0,4.5,0,No,,Nature,Yes,0.09,All,Nature,14.5190647,74.3254238,"https://en.wikipedia.org/wiki/Gokarna,_Karnataka",https://upload.wikimedia.org/wikipedia/commons/d/dd/Delight_india.jpg
Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,3.0,4.5,0,No,,Nature,Yes,0.05,All,Nature,13.3909217,75.7214034,https://en.wikipedia.org/wiki/Chikmagalur,https://upload.wikimedia.org/wikipedia/commons/d/db/Chikmagalur%2C_India._%287793316622%29.jpg
Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,1.5,4.6,30,No,,Religious,No,0.2,All,Nature,15.9183722,75.6843849,https://en.wikipedia.org/wiki/Badami,https://upload.wikimedia.org/wikipedia/commons/a/ac/6th_century_Brahma_on_Cave_3_ceiling%2C_Badami_Hindu_cave_temple_Karnataka_3.jpg
Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,1.5,4.6,30,No,,Nature,Yes,0.23,Morning,Nature,14.2292983,74.8123093,https://en.wikipedia.org/wiki/Jog_Falls,https://upload.wikimedia.org/wikipedia/commons/f/f5/Jog_Falls_05092016.jpg
Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.1,All,Nature,12.9384955,74.8039784,https://en.wikipedia.org/wiki/Panambur_Beach,https://upload.wikimedia.org/wikipedia/commons/2/26/At_the_dawn.jpg
Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.49,All,Temple,15.3410864,75.1197114,,images.jpg
Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.5,4.5,20,No,,Historical,Yes,0.25,All,Heritage,16.8296264,75.7360096,https://en.wikipedia.org/wiki/Gol_Gumbaz,https://upload.wikimedia.org/wikipedia/commons/a/a6/A_building_beside_Gol_Gumbaz.jpg
Southern,Karnataka,Bandipur,Bandipur National Park,National Park,1974,3.0,4.4,300,No,,Wildlife,Yes,0.15,Morning,Nature,11.667035,76.6284394,https://en.wikipedia.org/wiki/Bandipur_National_Park,https://upload.wikimedia.org/wikipedia/commons/6/60/2012-bandipur-langur.jpg
Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,1.0,4.7,15,No,,Religious,No,0.11,All,Temple,12.5923947,76.6913469,https://en.wikipedia.org/wiki/Halebidu,https://upload.wikimedia.org/wikipedia/commons/c/ca/1150_CE_Hoysaleswara_temple_Halebidu_Karnataka%2C_Inscription%2C_North_Indian_and_South_Indian_scripts.jpg
Western,Maharastra,Pune,Shaniwar Wada,Fort,1732,2.0,4.4,50,Yes,,Historical,Yes,1.2,All,Heritage,18.5193825,73.8553566,https://en.wikipedia.org/wiki/Shaniwar_Wada,https://upload.wikimedia.org/wikipedia/commons/0/02/Bajirao_Peshwa_Statue%2C_Pune.jpg
Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,3.0,4.6,30,Yes,Monday,Historical,Yes,0.21,Afternoon,Nature,19.877263,75.3390241,"https://en.wikipedia.org/wiki/Aurangabad_district,_Maharashtra",https://upload.wikimedia.org/wikipedia/commons/b/b4/1_Hinayana_style_Aurangabad_Buddhist_Cave_with_stupa.jpg
Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,2.0,4.1,300,Yes,,Recreational,Yes,0.1,Afternoon,Hidden Gem,20.0064403,73.6876504,https://en.wikipedia.org/wiki/Sula_Vineyards,https://upload.wikimedia.org/wikipedia/commons/7/75/Beyond_By_Sula.jpg
Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,,Religious,No,0.69,All,Temple,19.7693867,74.4776481,https://en.wikipedia.org/wiki/Sai_Baba_of_Shirdi,https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg
Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.05,Evening,Nature,18.6627433,72.8787733,https://en.wikipedia.org/wiki/Alibag,https://upload.wikimedia.org/wikipedia/commons/7/76/Alibag_1896.jpg
Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1.0,4.7,0,No,,Religious,No,0.1,All,Temple,17.2826079,73.4569787,,images.jpg
Western,Maharastra,Nagpur,Deekshabhoomi,Monument,2001,1.0,4.5,0,Yes,,Religious,Yes,0.11,Afternoon,Heritage,21.1282013,79.06693,https://en.wikipedia.org/wiki/Deekshabhoomi,https://upload.wikimedia.org/wikipedia/commons/4/45/Ambedkar_2017_stamp_of_India.jpg
Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1.0,4.8,0,Yes,,Religious,No,0.9,All,Temple,16.6948575,74.2228947,"https://en.wikipedia.org/wiki/Mahalakshmi_Temple,_Kolhapur",https://upload.wikimedia.org/wikipedia/commons/4/46/Amriteshwar_temple.jpg
Western,Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,Nature,18.7503694,73.4069436,https://en.wikipedia.org/wiki/Karla_Caves,https://upload.wikimedia.org/wikipedia/commons/f/f0/%22Bas-relief_on_the_left%2C_under_the_gateway_at_Karli%22.jpg
Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2.0,4.6,0,No,,Recreational,Yes,0.065,Evening,Nature,16.014689,73.4895302,https://en.wikipedia.org/wiki/Tarkarli,https://upload.wikimedia.org/wikipedia/commons/2/26/Jevan_%40_Tarkarkli.jpg
Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2.0,4.4,300,No,,Nature,Yes,0.05,Afternoon,Nature,17.6361288,74.2982781,https://en.wikipedia.org/wiki/Kas_Plateau_Reserved_Forest,https://upload.wikimedia.org/wikipedia/commons/5/5d/Cynotis_tuberosa.JPG
Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,,Nature,Yes,0.02,Morning,Nature,18.9862195,73.2611377,https://en.wikipedia.org/wiki/Matheran,https://upload.wikimedia.org/wikipedia/commons/6/63/Echo_Point_Matheran1.jpg
Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3.0,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,Nature,20.532524,75.7513692,https://en.wikipedia.org/wiki/Ajanta_Caves,https://upload.wikimedia.org/wikipedia/commons/9/9f/%2APlate_3%2A_%3D%3D_Ajunta--_Interior_of_Chaitya_Cave%2C_No._10.jpg
Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2.0,4.7,40,No,,Cultural,Yes,0.09,Afternoon,Temple,24.8515132,79.9259786,https://en.wikipedia.org/wiki/Khajuraho_Group_of_Monuments,https://upload.wikimedia.org/wikipedia/commons/e/e7/1_Khajuraho.jpg
Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,,Historical,Yes,0.01,Afternoon,Heritage,23.2584857,77.401989,https://en.wikipedia.org/wiki/Sanchi_Stupa,https://upload.wikimedia.org/wikipedia/commons/1/18/003_Front_View_%2833709016166%29.jpg
Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1.0,4.4,10,Yes,,Historical,Yes,0.63,Afternoon,Heritage,22.7184344,75.8547755,https://en.wikipedia.org/wiki/Rajwada,https://upload.wikimedia.org/wikipedia/commons/d/da/Ahilya_Status_Rajwada_Indore_2014.jpg
Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,,Historical,Yes,0.4,Morning,Heritage,26.2235995,78.1665381,https://en.wikipedia.org/wiki/Gwalior,https://upload.wikimedia.org/wikipedia/commons/0/06/240_Gwalior.jpg
Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,Temple,23.1885131,75.7716562,https://en.wikipedia.org/wiki/Mahakaleshwar_Jyotirlinga,https://upload.wikimedia.org/wikipedia/commons/a/ae/Dakshayani.jpg
Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,Nature,23.125398,79.8134415,https://en.wikipedia.org/wiki/Dhuandhar_Falls,https://upload.wikimedia.org/wikipedia/commons/8/85/Cable_car_service_at_Dhuandhar_Falls.jpg
Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,,Nature,Yes,0.065,Morning,Nature,22.4736824,78.4360537,https://en.wikipedia.org/wiki/Pachmarhi,https://upload.wikimedia.org/wikipedia/commons/1/1d/Bee_Fall.jpg
Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3.0,4.5,100,No,,Wildlife,Yes,0.1,Morning,Nature,22.2769842,80.6278653,https://en.wikipedia.org/wiki/Kanha_Tiger_Reserve,https://upload.wikimedia.org/wikipedia/commons/e/ee/Asian_Elephant_in_Corbett_National_Park.jpg
Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3.0,4.5,50,No,,Wildlife,Yes,0.05,Morning,Nature,23.7180358,81.0262902,https://en.wikipedia.org/wiki/Bandhavgarh_National_Park,https://upload.wikimedia.org/wikipedia/commons/9/91/A_leopard_in_the_Bandhavgarh_National_Park_in_madhya_pradesh%2C_India.jpg
Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,,Historical,Yes,0.1,Afternoon,Heritage,25.3499086,78.6443859,"https://en.wikipedia.org/wiki/Jahangir_Mahal,_Orchha",https://upload.wikimedia.org/wikipedia/commons/3/3e/Le_Jehangir_Mahal_%28Orchha%29_%288451914174%29.jpg
Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1.0,3.9,50,No,,Historical,Yes,0.03,Afternoon,Other,22.3397517,75.4054509,https://en.wikipedia.org/wiki/Jahaz_Mahal,https://upload.wikimedia.org/wikipedia/commons/f/f7/Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg
Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25,No,,Archaeological,Yes,0.07,Afternoon,Heritage,22.9384007,77.6133286,https://en.wikipedia.org/wiki/Bhimbetka_rock_shelters,https://upload.wikimedia.org/wikipedia/commons/2/21/1_of_the_rock_shelter_caves_at_Bhimbetka%2C_Madhya_Pradesh.jpg
Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1.0,4.4,0,No,,Religious,Yes,0.01,All,Temple,22.670465,81.7588417,https://en.wikipedia.org/wiki/Amarkantak,https://upload.wikimedia.org/wikipedia/commons/1/14/A_Hindu_temple%2C_Amarkantak_Madhya_Pradesh_India.jpg
Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,Nature,25.1743883,80.8691307,https://en.wikipedia.org/wiki/Chitrakote_Falls,https://upload.wikimedia.org/wikipedia/commons/8/84/Chitrakot9.JPG
Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,Hidden Gem,31.1047906,77.1752833,"https://en.wikipedia.org/wiki/The_Ridge,_Shimla",https://upload.wikimedia.org/wikipedia/commons/a/ac/Stamp_of_India_-_2018_-_Colnect_805703_-_The_Ridge_in_Shimla.jpeg
Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2.0,4.1,0,No,,Adventure,Yes,0.05,Morning,Nature,32.3160963,77.1565572,https://en.wikipedia.org/wiki/Solang_Valley,https://upload.wikimedia.org/wikipedia/commons/d/dd/Birds_Eye.JPG
Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,Temple,32.5435755,75.9448409,https://en.wikipedia.org/wiki/Trijang_Lobsang_Yeshe_Tenzin_Gyatso,https://upload.wikimedia.org/wikipedia/commons/6/67/Buddhism_Symbol.png
Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,Nature,32.5435755,75.9448409,https://en.wikipedia.org/wiki/Khajjiar,https://upload.wikimedia.org/wikipedia/commons/8/85/A_view_of_Khajjiar_%2CChamba%2CHimachal_Pradesh%2CIndia_01.jpg
Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,Heritage,,,https://en.wikipedia.org/wiki/Spiti,https://upload.wikimedia.org/wikipedia/commons/f/f4/Chicham_Bridge_Spiti_Himachal_Jun18_D72_7433.jpg
Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3.0,4.5,50,No,,Wildlife,Yes,0.2,All,Nature,31.7968335,77.7239269,https://en.wikipedia.org/wiki/Great_Himalayan_National_Park,https://upload.wikimedia.org/wikipedia/commons/e/ee/Asian_Elephant_in_Corbett_National_Park.jpg
Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2.0,4.4,0,No,,Recreational,Yes,0.01,Morning,Nature,32.6923316,76.1631552,,images.jpg
Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.01,Morning,Nature,31.3533438,78.3540103,https://en.wikipedia.org/wiki/Kinnaur_district,https://upload.wikimedia.org/wikipedia/commons/c/c9/Chandika_Devi_temple_at_Kothi_near_Rekong_Peo_Himachal_Pradesh_India.jpg
Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2.0,4.4,150,Yes,,Historical,Yes,0.1,All,Heritage,32.0867046,76.2533449,https://en.wikipedia.org/wiki/Kangra_district,https://upload.wikimedia.org/wikipedia/commons/8/82/Beautiful_evening_at_Triund_%2816285399662%29.jpg
Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,Nature,32.1210671,76.5264001,https://en.wikipedia.org/wiki/Kangra_tea,https://upload.wikimedia.org/wikipedia/commons/c/cf/A_tea_plantation%2C_sights%2C_scenic_nature%2C_and_culture_Himachal_Pradesh_India.jpg
