Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Category,Latitude,Longitude,Wikipedia_URL,Wikipedia_Image
Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,Nature,31.7544774,77.1016413,https://en.wikipedia.org/wiki/Prashar_Lake,https://upload.wikimedia.org/wikipedia/commons/6/6c/Parashar_Lake-Mandi-Himachal_Pradesh-India.jpeg
Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2.0,4.8,2500,No,,Adventure,Yes,0.01,All,Hidden Gem,32.0472187,76.7406502,"https://en.wikipedia.org/wiki/Bir,_Himachal_Pradesh",https://upload.wikimedia.org/wikipedia/commons/a/a8/An_aerial_view_of_Bir%2C_Kangra_valley_sights_nature_culture_Himachal_Pradesh_India_2015.jpg
Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,,Adventure,Yes,0.01,Morning,Hidden Gem,32.2352666,76.326238,https://en.wikipedia.org/wiki/McLeod_Ganj,https://upload.wikimedia.org/wikipedia/commons/7/78/Bhagsu_nag_temple.jpg
Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,Temple,32.0269237,77.3449068,https://en.wikipedia.org/wiki/Manikaran,https://upload.wikimedia.org/wikipedia/commons/f/f3/Diners_at_Manikaran_Gurdwara.jpg
Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,,Nature,Yes,1.1,All,Nature,31.2547508,77.4612694,https://en.wikipedia.org/wiki/Hatu_peak,https://upload.wikimedia.org/wikipedia/commons/7/78/HATU_PEAK_3400M.JPG
Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,,Nature,Yes,1.2,Morning,Nature,32.0377277,76.8452055,,images.jpg
Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,,Nature,Yes,0.9,Morning,Nature,31.2978643,77.0339978,https://en.wikipedia.org/wiki/Kullu_district,https://upload.wikimedia.org/wikipedia/commons/e/ef/4_Beas_River_Kullu_south_of_Manali_Himachal_Pradesh_India.jpg
Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,,Recreational,Yes,0.1,All,Other,31.1006627,77.2633837,,images.jpg
Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,,Nature,Yes,0.01,Morning,Nature,29.3855849,79.4604798,https://en.wikipedia.org/wiki/Nainital_Lake,https://upload.wikimedia.org/wikipedia/commons/b/b4/BerberisAculeata.jpg
Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,,Cultural,Yes,0.03,Morning,Hidden Gem,30.1086537,78.2916193,https://en.wikipedia.org/wiki/Rishikesh,https://upload.wikimedia.org/wikipedia/commons/b/b1/13_Manzil_Temple_Rishikesh_2021.jpg
Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.025,All,Other,29.9566381,78.1708619,https://en.wikipedia.org/wiki/Har_Ki_Pauri,https://upload.wikimedia.org/wikipedia/commons/0/0f/Evening_view_of_Har-ki-Pauri%2C_Haridwar.jpg
Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,,Nature,Yes,0.01,Morning,Nature,30.3770123,78.0622066,"https://en.wikipedia.org/wiki/Robber%27s_Cave,_India",https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg
Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,,Nature,Yes,0.55,Morning,Nature,30.4569012,78.0782906,https://en.wikipedia.org/wiki/Kempty_Falls,https://upload.wikimedia.org/wikipedia/commons/3/3d/Huka_Falls.jpg
Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,,Adventure,Yes,0.01,Morning,Other,30.5377872,79.5657242,,images.jpg
Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,Temple,30.7446884,79.4911584,https://en.wikipedia.org/wiki/Badrinath,https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg
Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,,Wildlife,Yes,0.01,All,Nature,29.7026509,79.4326318,https://en.wikipedia.org/wiki/Binsar_Wildlife_Sanctuary,https://upload.wikimedia.org/wikipedia/commons/f/f6/Binsar%2C_a_view_of_Kumaon_Himalayas.jpg
Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,,Recreational,Yes,0.025,All,Nature,29.6323007,79.4154142,https://en.wikipedia.org/wiki/Ranikhet,https://upload.wikimedia.org/wikipedia/commons/3/39/Bhalu_Dam.jpg
Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,Nature,29.5574752,78.842495,https://en.wikipedia.org/wiki/Jim_Corbett_National_Park,https://upload.wikimedia.org/wikipedia/commons/0/03/%285%29_Pallas%27s_Fish_Eagle_at_Corbett_National_park%2C_Uttarakhand_India_March_2013.jpg
Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,Temple,30.9944345,78.9411466,https://en.wikipedia.org/wiki/Gangotri,https://upload.wikimedia.org/wikipedia/commons/f/f9/Badrinath_Temple_%2C_Uttarakhand.jpg
Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,,Religious,No,0.09,All,Temple,30.1801851,79.367685,https://en.wikipedia.org/wiki/Chopta,https://upload.wikimedia.org/wikipedia/commons/f/fb/Approaching_Tungnath_on_a_winter_morning.JPG
Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,Nature,30.7056798,79.5958552,https://en.wikipedia.org/wiki/Valley_of_Flowers_National_Park,https://upload.wikimedia.org/wikipedia/commons/d/dc/%22Flowers_Blossom_At_valley_of_flowers_Chamoli%2C_India%22_38.jpg
Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,Heritage,27.1750075,78.0421013,https://en.wikipedia.org/wiki/Taj_Mahal,https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg
Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,Temple,25.3108218,83.0106679,https://en.wikipedia.org/wiki/Kashi_Vishwanath_Temple,https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg
Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,Heritage,26.8686449,80.912496,https://en.wikipedia.org/wiki/Bara_Imambara,https://upload.wikimedia.org/wikipedia/commons/e/e7/Bada_Imambada%28Outer_view%29.jpg
Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,Temple,27.4955539,77.6855554,https://en.wikipedia.org/wiki/Krishna_Janmasthan_Temple_Complex,https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg
Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,Temple,26.7956398,82.1945757,https://en.wikipedia.org/wiki/Ram_Mandir,https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg
Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,Temple,27.5753726,77.6938045,https://en.wikipedia.org/wiki/Banke_Bihari_Temple,https://upload.wikimedia.org/wikipedia/commons/5/55/Banke-Bihari-Mandir-Vrindavan.jpg
Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,Hidden Gem,25.4222299,81.8923259,https://en.wikipedia.org/wiki/Triveni_Sangam,https://upload.wikimedia.org/wikipedia/commons/0/09/NorthIndiaCircuit_250.jpg
Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,Heritage,25.4573176,78.5754799,https://en.wikipedia.org/wiki/Rani_of_Jhansi,https://upload.wikimedia.org/wikipedia/commons/b/bb/1857_jhansi_fort2.jpg
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,Heritage,25.3776274,83.0275999,https://en.wikipedia.org/wiki/Dhamek_Stupa,https://upload.wikimedia.org/wikipedia/commons/6/67/Buddhism_Symbol.png
Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,Heritage,27.0943123,77.6627939,https://en.wikipedia.org/wiki/Buland_Darwaza,https://upload.wikimedia.org/wikipedia/commons/b/b5/Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,Nature,28.5569866,77.3090031,https://en.wikipedia.org/wiki/Okhla_Sanctuary,https://upload.wikimedia.org/wikipedia/commons/2/21/A_wooden_path_for_visitors.jpg
Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,Heritage,27.9298953,78.0637324,https://en.wikipedia.org/wiki/Aligarh_Fort,https://upload.wikimedia.org/wikipedia/commons/7/74/Aligarh_fort%2C_Aligarh.jpg
Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,Temple,29.0018557,77.7679671,https://en.wikipedia.org/wiki/Meerut_mutiny,https://upload.wikimedia.org/wikipedia/commons/2/29/1857_mutineers_mosque_meerut2.jpg
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,Modern,26.4609135,80.3217588,https://en.wikipedia.org/wiki/Kanpur_Zoological_Park,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bird_waiting_for_fish.jpg
Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,Nature,34.1136779,74.8699911,https://en.wikipedia.org/wiki/Dal_Lake,https://upload.wikimedia.org/wikipedia/commons/3/3c/A_Grave_in_the_Mazar_e_Shura_cemetery.jpg
Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,Nature,34.1642029,77.5848133,https://en.wikipedia.org/wiki/Pangong_Tso,https://upload.wikimedia.org/wikipedia/commons/5/53/Ducks_in_Pangong_Tso.jpg
Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,,Nature,Yes,0.11,All,Nature,34.0144859,75.3285164,https://en.wikipedia.org/wiki/Betaab_Valley,https://upload.wikimedia.org/wikipedia/commons/f/f4/A_panoramic_view_of_Betab_valley_in_Gulmarg.jpg
Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,,Religious,No,0.55,All,Temple,33.027399,74.945375,https://en.wikipedia.org/wiki/Vaishno_Devi_Temple,https://upload.wikimedia.org/wikipedia/commons/6/67/Aum_Om_red.svg
Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,,Recreational,Yes,0.01,All,Nature,32.9219726,75.1331482,,images.jpg
Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,,Religious,Yes,0.11,All,Temple,34.215635,75.5038297,https://en.wikipedia.org/wiki/Amarnath_Temple,https://upload.wikimedia.org/wikipedia/commons/6/60/Snow_Bridge_in_Chandanwari.jpg
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,Heritage,34.0565625,77.6667387,https://en.wikipedia.org/wiki/Thikse_Monastery,https://upload.wikimedia.org/wikipedia/commons/3/31/Maitreya_buddha_Thikse.jpg
Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.1,All,Nature,33.991967,77.8207037,https://en.wikipedia.org/wiki/Nubra,https://upload.wikimedia.org/wikipedia/commons/7/75/5_Nubra_valley.jpg
Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,Heritage,33.802819,76.4730096,https://en.wikipedia.org/wiki/Kargil_War,https://upload.wikimedia.org/wikipedia/commons/8/8e/Air_Force_Ensign_of_India.svg
Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,,Religious,No,0.015,Morning,Heritage,34.541102,77.5609162,https://en.wikipedia.org/wiki/Diskit_Monastery,https://upload.wikimedia.org/wikipedia/commons/a/aa/Diskit-gompa-1.jpg
Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,Nature,33.5673765,75.9801829,https://en.wikipedia.org/wiki/Kishtwar_district,https://upload.wikimedia.org/wikipedia/commons/d/d1/Devigol_Bunjwah.png
Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,Nature,33.6639158,77.3504137,https://en.wikipedia.org/wiki/Hemis_National_Park,https://upload.wikimedia.org/wikipedia/commons/1/14/13-10-08_217_CONFLUENCE_OF_INDUS_RIVER_N.jpg
Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,Heritage,34.4252805,75.7567325,https://en.wikipedia.org/wiki/Dras,https://upload.wikimedia.org/wikipedia/commons/3/3d/Drass_and_Tololing_Range.jpg
Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,Hidden Gem,34.1709853,77.3524824,https://en.wikipedia.org/wiki/Magnetic_Hill_(India),https://upload.wikimedia.org/wikipedia/commons/4/45/Magnetic_Hill%2C_Leh.jpg
Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,Nature,34.1642029,77.5848133,https://en.wikipedia.org/wiki/Khardung_La,https://upload.wikimedia.org/wikipedia/commons/b/b1/Indus_River_Valley%2C_Ladakh%2C_North_India%2C_Himalaya.jpg
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,,Religious,No,0.05,All,Heritage,34.0565625,77.6667387,https://en.wikipedia.org/wiki/Thikse_Monastery,https://upload.wikimedia.org/wikipedia/commons/3/31/Maitreya_buddha_Thikse.jpg
Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,Temple,27.5720889,77.672038,"https://en.wikipedia.org/wiki/Prem_Mandir,_Vrindavan",https://upload.wikimedia.org/wikipedia/commons/d/dc/Git_govind_large.jpg
Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,Heritage,,,"https://en.wikipedia.org/wiki/Kirti_Mandir,_Porbandar",https://upload.wikimedia.org/wikipedia/commons/7/79/Birth_Place_of_Gandhi.jpg
Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,Hidden Gem,27.4955539,77.6855554,,images.jpg
Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,Temple,27.4955539,77.6855554,,images.jpg
Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,,Nature,Yes,0.025,All,Hidden Gem,26.9949013,88.2853306,"https://en.wikipedia.org/wiki/Tiger_Hill,_Darjeeling",https://upload.wikimedia.org/wikipedia/commons/d/db/Mountains-17thFeb21-just-before-sun-visible.jpg
Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,,Wildlife,Yes,0.035,All,Nature,26.7164127,88.4309916,"https://en.wikipedia.org/wiki/Diesel_Loco_Shed,_Siliguri",https://upload.wikimedia.org/wikipedia/commons/e/e0/12064_The_first_EMD_loco_of_DLSS.jpg
Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,,Wildlife,Yes,0.065,All,Nature,22.031588,88.6873161,https://en.wikipedia.org/wiki/Tiger_attacks_in_the_Sundarbans,https://upload.wikimedia.org/wikipedia/commons/2/23/Sundarban_Tiger.jpg
Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,Nature,21.6274712,87.540722,https://en.wikipedia.org/wiki/Digha,https://upload.wikimedia.org/wikipedia/commons/2/27/Arrow_Blue_Left_001.svg
Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,Heritage,24.1745993,88.2721335,https://en.wikipedia.org/wiki/Hazarduari_Palace,https://upload.wikimedia.org/wikipedia/commons/6/6c/Clock_Tower_at_Hazarduari_Palace_Complex.jpg
Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,Temple,23.661154,87.6962424,https://en.wikipedia.org/wiki/Kankalitala,https://upload.wikimedia.org/wikipedia/commons/a/ae/Dakshayani.jpg
Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,Temple,22.9099402,88.0120825,https://en.wikipedia.org/wiki/Hangseshwari_Temple,https://upload.wikimedia.org/wikipedia/commons/3/3c/Dakshineshwar.jpg
Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,Nature,26.7474882,88.8145859,https://en.wikipedia.org/wiki/Gorumara_National_Park,https://upload.wikimedia.org/wikipedia/commons/e/ee/Asian_Elephant_in_Corbett_National_Park.jpg
Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,Heritage,26.2559197,89.4201143,https://en.wikipedia.org/wiki/Cooch_Behar_State,https://upload.wikimedia.org/wikipedia/commons/b/b2/1_Mohur%2C_Cooch_Behar%2C_1847_-_1863.jpg
Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,,Nature,Yes,0.15,All,Nature,23.2020967,86.3228988,https://en.wikipedia.org/wiki/Purulia_district,https://upload.wikimedia.org/wikipedia/commons/2/27/Arrow_Blue_Left_001.svg
Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,,Religious,No,1.0,All,Temple,19.8047726,85.8180811,"https://en.wikipedia.org/wiki/Jagannath_Temple,_Puri",https://upload.wikimedia.org/wikipedia/commons/d/d9/1910_sketch_of_plan%2C_Jagannath_Temple%2C_Puri_Odisha.jpg
Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,Temple,19.8875639,86.0944894,https://en.wikipedia.org/wiki/Konark_Sun_Temple,https://upload.wikimedia.org/wikipedia/commons/2/2b/1815_sketch_of_the_sculpture_at_Konarak_Sun_Temple%2C_Odisha_India.jpg
Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,Temple,20.238369,85.833719,https://en.wikipedia.org/wiki/Lingaraja_Temple,https://upload.wikimedia.org/wikipedia/commons/f/f3/11th_century_Lingaraja_temple%2C_Bhubaneswar_Odisha_India.jpg
Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,Nature,22.2309255,84.8678705,https://en.wikipedia.org/wiki/Khandadhar_Falls_(Sundargarh),https://upload.wikimedia.org/wikipedia/commons/6/68/Khandadhar_Waterfall.jpg
Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,Heritage,20.4852762,85.8650129,https://en.wikipedia.org/wiki/Barabati_fort,https://upload.wikimedia.org/wikipedia/commons/3/38/Barabati_durga_Cuttack_Barabati_Fort_Wide_look-4.JPG
Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,Hidden Gem,21.5492431,83.9011286,https://en.wikipedia.org/wiki/Hirakud_Dam,https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg
Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,Nature,19.6853195,85.2503699,https://en.wikipedia.org/wiki/Chilika_Lake,https://upload.wikimedia.org/wikipedia/commons/4/4f/Aerial_satellite_imagery_of_Chilika_lake%2C_Odisha.JPG
Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,Temple,21.4930851,86.6327298,https://en.wikipedia.org/wiki/Odisha,https://upload.wikimedia.org/wikipedia/commons/0/0b/Abhinaya.jpg
Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,Nature,21.5,85.5,https://en.wikipedia.org/wiki/Geography_of_Odisha,https://upload.wikimedia.org/wikipedia/commons/7/7a/Chilka-S-c.jpg
Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,Nature,21.5006421,86.919884,"https://en.wikipedia.org/wiki/Chandipur,_Odisha",https://upload.wikimedia.org/wikipedia/commons/1/16/BrahMos_supersonic_cruise_missile_successfully_test-fired_from_the_Integrated_Test_Range%2C_at_Chandipur_on_30_September_2019.jpg
Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,,Nature,Yes,0.055,All,Nature,21.5892323,85.6687841,https://en.wikipedia.org/wiki/Sanaghagara_Waterfall,https://upload.wikimedia.org/wikipedia/commons/3/3d/Huka_Falls.jpg
Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,Nature,13.0532752,80.2833106,https://en.wikipedia.org/wiki/Marina_Beach,https://upload.wikimedia.org/wikipedia/commons/e/e0/06Marina_Madras.jpg
Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,,Religious,No,0.65,All,Temple,9.9195433,78.1188334,https://en.wikipedia.org/wiki/Meenakshi_Temple,https://upload.wikimedia.org/wikipedia/commons/3/3a/01MaduraiMeenakshiAmmanTemple%26IndoorCorridorView.jpg
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,Temple,9.2880968,79.3173756,https://en.wikipedia.org/wiki/Ramanathaswamy_Temple,https://upload.wikimedia.org/wikipedia/commons/0/06/43Rameswaram_The_Great_Corridor.jpg
Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,Heritage,8.0783202,77.5549562,https://en.wikipedia.org/wiki/Vivekananda_Rock_Memorial,https://upload.wikimedia.org/wikipedia/commons/2/2a/Entrance_view_Vivekananda_rock_temple.JPG
Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,Nature,11.403417,76.6916789,https://en.wikipedia.org/wiki/Ooty_Lake,https://upload.wikimedia.org/wikipedia/commons/d/de/Boathouse-pan_4diff_pics.jpg
Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,Temple,11.0018115,76.9628425,,images.jpg
Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,Nature,10.234003,77.4865229,https://en.wikipedia.org/wiki/Kodaikanal_International_School,https://upload.wikimedia.org/wikipedia/commons/3/3e/Kodaikanal_International_School_gate.jpg
Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,Temple,10.78258,79.1313819,https://en.wikipedia.org/wiki/Brihadisvara_Temple,https://upload.wikimedia.org/wikipedia/commons/a/aa/1000_years_Old_Thanjavur_Brihadeeshwara_Temple_View_at_Sunrise.jpg
